protocol,flag,family,address,usd,seed_address,btc,netflow_bytes,ip_address,clusters,threats,port,time,prediction
UDP,APS,WannaCry,1DiCeTjB,126,17dcMo4V,31,195,B,2,UDP Scan,5061,20,Benign
ICMP,AF,Locky,18e372GN,1419,1GZkujBR,30,3935,C,1,UDP Scan,5066,0,Benign
TCP,APSF,Flyper,1BonuSr7,1254,1DA11mPS,3,797,A,1,SSH,5068,4,Benign
UDP,AP,EDA2,1SYSTEMQ,18454,1DA11mPS,19,2431,C,1,SSH,5062,14,Benign
TCP,ARF,Locky,1BonuSr7,12392,1NKi9AK5,13,286,A,1,Botnet,5061,1,Ransomware
UDP,AP,Cryptohitman,1SYSTEMQ,1320,1AEoiHYZ,830,2845,A,3,Scan,5061,33,Benign
TCP,APS,Locky,1BonuSr7,11444,1DA11mPS,7,4686,C,1,Botnet,5066,4,Ransomware
ICMP,R,WannaCry,1SYSTEMQ,18191,1DA11mPS,22,4581,C,1,Port Scanning,5066,54,Benign
UDP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,19,2446,C,1,Blacklist,5062,20,Ransomware
TCP,AF,DMALocker,1DiCeTjB,125707,17dcMo4V,13,768,A,3,Spam,5062,3,Ransomware
TCP,APS,WannaCry,1BonuSr7,9716,1DA11mPS,2,1662,C,1,Botnet,5068,1,Ransomware
UDP,ASF,DMALocker,1DiCeTjB,621,1GZkujBR,3,1009,A,1,SSH,5062,41,Benign
ICMP,ASF,APT,1DiCeTjB,1020,17dcMo4V,3,6028,C,1,DoS,5068,2,Ransomware
TCP,AP,APT,18e372GN,1,1GZkujBR,7,1268,C,9,UDP Scan,5062,9,Benign
TCP,R,SamSam,1SYSTEMQ,18073,1DA11mPS,9,5171,C,1,Port Scanning,5066,9,Benign
ICMP,APS,Razy,1DiCeTjB,27,17dcMo4V,14,7732,B,2,SSH,5061,20,Benign
UDP,APS,Globe,1DiCeTjB,51,17dcMo4V,55,45,B,2,NerisBotnet,5061,20,Ransomware
UDP,ARF,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1591,A,1,SSH,5061,27,Benign
TCP,AF,Locky,1SYSTEMQ,17860,1DA11mPS,9,6236,A,1,Scan,5066,8,Benign
ICMP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,650,A,1,Spam,5062,18,Ransomware
ICMP,R,Razy,1SYSTEMQ,22772,1DA11mPS,22,4611,C,1,Spam,5066,1,Ransomware
TCP,APS,JigSaw,1BonuSr7,1,1DA11mPS,6,2607,C,1,Botnet,5066,36,Ransomware
TCP,R,SamSam,1SYSTEMQ,23792,1DA11mPS,22,5036,C,1,Spam,5066,31,Ransomware
UDP,ASF,SamSam,1DiCeTjB,75,17dcMo4V,3,1031,C,1,UDP Scan,5068,51,Benign
TCP,AF,Globe,1BonuSr7,21345,1DA11mPS,11,516,C,1,Scan,5061,28,Benign
ICMP,R,WannaCry,18e372GN,524,1DA11mPS,190,11676,A,11,NerisBotnet,5068,3,Ransomware
UDP,ARF,WannaCry,1SYSTEMQ,13028,1DA11mPS,13,551,A,1,Botnet,5061,13,Ransomware
TCP,APSF,Flyper,1DiCeTjB,1212,1DA11mPS,3,680,B,1,SSH,5068,33,Benign
UDP,AF,SamSam,1DiCeTjB,5576,17dcMo4V,20,133,C,11,Scan,5062,45,Benign
ICMP,APS,Locky,1DiCeTjB,37,17dcMo4V,24,24,B,2,Spam,5061,20,Ransomware
TCP,AF,APT,1DiCeTjB,125819,17dcMo4V,30,880,C,3,UDP Scan,5062,30,Benign
UDP,AP,Razy,1SYSTEMQ,16556,1DA11mPS,11,2021,C,1,Botnet,5062,16,Ransomware
TCP,APSF,Razy,1DiCeTjB,1420,1DA11mPS,2,1208,B,1,SSH,5066,40,Benign
UDP,ARF,Flyper,1SYSTEMQ,1516,1AEoiHYZ,984,3386,A,8,Botnet,5061,12,Ransomware
ICMP,AF,TowerWeb,1DiCeTjB,310,17dcMo4V,30,9100,C,1,UDP Scan,5066,3,Benign
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,7340,C,1,Scan,5061,1,Benign
TCP,AF,WannaCry,1SYSTEMQ,26732,1NKi9AK5,9,6261,A,1,Spam,5066,50,Ransomware
UDP,ASF,SamSam,1DiCeTjB,822,17dcMo4V,3,1746,A,1,SSH,5062,5,Benign
ICMP,R,WannaCry,1SYSTEMQ,20708,1NKi9AK5,22,3751,C,1,Spam,5062,6,Ransomware
UDP,ARF,APT,1SYSTEMQ,18454,1NKi9AK5,11,861,A,1,Blacklist,5061,26,Ransomware
TCP,AF,SamSam,1SYSTEMQ,125851,17dcMo4V,30,912,C,3,NerisBotnet,5062,46,Ransomware
TCP,APS,Locky,18e372GN,1,1GZkujBR,6,4432,A,9,Spam,5066,0,Ransomware
UDP,APS,JigSaw,1DiCeTjB,75,17dcMo4V,14,10604,B,2,Scan,5061,3,Benign
ICMP,R,WannaCry,1SYSTEMQ,19916,1DA11mPS,22,3421,C,1,Spam,5062,12,Ransomware
TCP,APS,Razy,1DiCeTjB,1,17dcMo4V,16,248,B,9,Scan,5066,50,Benign
ICMP,AF,JigSaw,18e372GN,2614,1GZkujBR,2,88,A,2,Scan,5068,26,Benign
TCP,ARF,DMALocker,1CLag5cd,11900,1DA11mPS,13,81,A,1,Botnet,5066,61,Ransomware
TCP,R,Locky,1SYSTEMQ,18117,1DA11mPS,22,4951,C,1,Botnet,5066,7,Ransomware
TCP,APSF,WannaCry,1BonuSr7,4256,1DA11mPS,12,1262,B,1,DoS,5068,44,Ransomware
TCP,R,EDA2,1SYSTEMQ,18069,1DA11mPS,9,5191,C,1,DoS,5066,20,Ransomware
TCP,AF,SamSam,1SYSTEMQ,1,1DA11mPS,9,6576,C,1,Port Scanning,5061,50,Benign
TCP,APS,CryptXXX,1BonuSr7,11588,1DA11mPS,15,4938,C,1,Botnet,5066,22,Ransomware
ICMP,AF,DMALocker,1DiCeTjB,430,17dcMo4V,30,2323,C,1,UDP Scan,5066,24,Benign
TCP,APS,Globe,1DiCeTjB,1015,1GZkujBR,4,3728,C,2,Spam,5062,18,Ransomware
TCP,ARF,Locky,1DiCeTjB,18454,1DA11mPS,13,246,A,1,Spam,5061,37,Ransomware
UDP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,19,2406,C,1,Blacklist,5062,4,Ransomware
TCP,AF,SamSam,1SYSTEMQ,26768,1DA11mPS,9,6276,A,1,Spam,5066,44,Ransomware
ICMP,APS,Razy,1DiCeTjB,275,17dcMo4V,214,8228,B,2,Botnet,5061,20,Ransomware
TCP,AF,JigSaw,1BonuSr7,21345,1DA11mPS,11,356,C,1,UDP Scan,5061,50,Benign
TCP,ARF,Razy,1CLag5cd,12140,1DA11mPS,13,181,A,1,Botnet,5066,58,Ransomware
UDP,AF,SamSam,1DiCeTjB,126347,17dcMo4V,30,240,D,3,Port Scanning,5068,13,Benign
TCP,APSF,JigSaw,1CLag5cd,7664,1DA11mPS,2,1967,B,1,Botnet,5066,1,Ransomware
TCP,APSF,Razy,1DiCeTjB,1486,1DA11mPS,2,1025,B,1,SSH,5066,19,Benign
ICMP,APS,WannaCry,1DiCeTjB,25,17dcMo4V,12,6,B,2,SSH,5061,20,Benign
UDP,APS,SamSam,1DiCeTjB,242,17dcMo4V,155,375,A,2,UDP Scan,5061,20,Benign
TCP,AF,Razy,1DiCeTjB,125639,17dcMo4V,13,65,B,3,Spam,5062,46,Ransomware
TCP,AF,Flyper,1SYSTEMQ,1,1NKi9AK5,9,6641,B,1,Blacklist,5061,1,Ransomware
TCP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,350,C,1,SSH,5061,1,Benign
TCP,AF,NoobCrypt,1Lc7xTpP,23221,1KZKcvx4,13,208,C,11,SSH,5068,43,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,14780,1DA11mPS,11,1281,A,1,Botnet,5061,7,Ransomware
ICMP,ASF,WannaCry,1DiCeTjB,1065,1GZkujBR,30,2637,C,1,SSH,5068,1,Benign
UDP,AF,JigSaw,1DiCeTjB,21345,1DA11mPS,11,687,A,1,Spam,5062,0,Ransomware
TCP,APS,JigSaw,18e372GN,1,1GZkujBR,9,782,A,9,Port Scanning,5066,52,Benign
TCP,APS,Flyper,1DiCeTjB,1,1DA11mPS,2,1116,C,1,SSH,5062,37,Benign
UDP,AF,Globe,1DiCeTjB,2180,1GZkujBR,28,26,A,2,UDP Scan,5066,52,Benign
UDP,APS,APT,1DiCeTjB,99,17dcMo4V,38,117,B,2,UDP Scan,5061,20,Benign
ICMP,APRSF,SamSam,18e372GN,523,1GZkujBR,19,330,A,2,Port Scanning,5066,26,Benign
TCP,AF,SamSam,1SYSTEMQ,17919,1DA11mPS,9,5941,B,1,Blacklist,5066,12,Ransomware
TCP,R,DMALocker,1SYSTEMQ,18001,1NKi9AK5,9,5531,C,1,Spam,5066,7,Ransomware
TCP,AF,Locky,1DiCeTjB,21345,17dcMo4V,30,218,C,1,SSH,5061,56,Benign
UDP,ARF,Locky,1SYSTEMQ,18454,1DA11mPS,13,526,A,1,SSH,5061,55,Benign
TCP,APSF,Razy,1CLag5cd,5348,1DA11mPS,3,1626,A,1,DoS,5068,10,Ransomware
ICMP,AF,DMALocker,1BonuSr7,21345,1DA11mPS,30,32,C,1,UDP Scan,5068,54,Benign
ICMP,R,DMALocker,1Lc7xTpP,618,1DA11mPS,284,405,B,10,NerisBotnet,5068,40,Ransomware
TCP,APSF,Locky,1BonuSr7,1172,1DA11mPS,12,560,B,1,DoS,5068,8,Ransomware
TCP,AF,WannaCry,1CLag5cd,50887,1DA11mPS,15,214,A,1,Port Scanning,5066,13,Benign
ICMP,AF,Flyper,1DiCeTjB,343,17dcMo4V,30,2071,C,1,SSH,5066,25,Benign
UDP,AF,SamSam,18e372GN,2250,1GZkujBR,28,36,A,2,Scan,5068,6,Benign
ICMP,AF,Flyper,18e372GN,2999,1GZkujBR,2,143,A,2,Port Scanning,5068,17,Benign
UDP,AP,EDA2,1SYSTEMQ,18454,1DA11mPS,19,2291,C,1,SSH,5062,11,Benign
TCP,APS,JigSaw,1CLag5cd,9536,1DA11mPS,2,1347,C,1,Botnet,5062,25,Ransomware
TCP,APSF,Locky,1CLag5cd,6584,1DA11mPS,2,1949,C,1,Botnet,5066,45,Ransomware
ICMP,APRSF,Locky,18e372GN,541,1GZkujBR,19,342,A,2,Scan,5066,28,Benign
TCP,APSF,WannaCry,1BonuSr7,1470,1DA11mPS,2,1058,B,1,SSH,5066,23,Benign
TCP,APSF,Globe,1BonuSr7,1472,1DA11mPS,2,1067,B,1,DoS,5066,20,Ransomware
UDP,AF,Flyper,18e372GN,5832,1GZkujBR,20,357,C,11,Port Scanning,5062,14,Benign
UDP,ARF,Flyper,1SYSTEMQ,18454,1NKi9AK5,11,846,A,1,Blacklist,5061,22,Ransomware
TCP,APS,CryptXXX,18e372GN,1243,1GZkujBR,4,810,D,2,Scan,5062,10,Benign
TCP,APSF,WannaCry,1CLag5cd,8504,1DA11mPS,2,1757,B,1,Botnet,5066,48,Ransomware
UDP,AF,Flyper,18e372GN,2418,1GZkujBR,2,2740,A,2,UDP Scan,5068,59,Benign
TCP,APS,SamSam,1DiCeTjB,1,17dcMo4V,4,4096,B,9,Port Scanning,5066,20,Benign
TCP,APSF,Locky,1BonuSr7,1370,1DA11mPS,2,1154,C,1,SSH,5066,12,Benign
ICMP,AF,SamSam,1DiCeTjB,1185,17dcMo4V,30,3077,C,1,SSH,5066,11,Benign
ICMP,R,Flyper,1SYSTEMQ,18420,1NKi9AK5,22,3436,C,1,Blacklist,5062,5,Ransomware
TCP,APSF,CryptXXX,1BonuSr7,8744,1DA11mPS,2,1697,B,1,Botnet,5066,33,Ransomware
ICMP,AP,EDA2,1SYSTEMQ,18454,1NKi9AK5,19,3076,C,1,DoS,5062,55,Ransomware
UDP,AF,WannaCry,1DiCeTjB,126211,17dcMo4V,30,342,C,3,Spam,5068,55,Ransomware
TCP,APS,CryptXXX,18e372GN,1237,17dcMo4V,4,806,D,2,Port Scanning,5062,10,Benign
ICMP,AF,WannaCry,18e372GN,1443,1GZkujBR,30,4023,C,1,UDP Scan,5066,32,Benign
ICMP,AF,DMALocker,18e372GN,1218,1GZkujBR,30,3198,C,1,UDP Scan,5066,3,Benign
UDP,APS,Globe,1DiCeTjB,110,17dcMo4V,74,171,B,2,Spam,5061,20,Ransomware
UDP,AP,SamSam,1SYSTEMQ,18454,1NKi9AK5,11,1831,C,1,Botnet,5062,31,Ransomware
ICMP,APS,Cryptohitman,1DiCeTjB,249,17dcMo4V,188,342,B,2,UDP Scan,5061,20,Benign
TCP,AF,Flyper,1SYSTEMQ,1,1NKi9AK5,9,6616,C,1,Blacklist,5061,2,Ransomware
TCP,APSF,Locky,1BonuSr7,7796,1DA11mPS,2,1928,B,1,Botnet,5066,3,Ransomware
TCP,AF,DMALocker,1CLag5cd,50853,1AEoiHYZ,13,248,A,1,Port Scanning,5066,37,Benign
TCP,ARF,CryptXXX,18e372GN,18454,1DA11mPS,13,66,A,1,Blacklist,5066,7,Ransomware
ICMP,APS,DMALocker,1DiCeTjB,203,17dcMo4V,142,273,B,2,UDP Scan,5061,20,Benign
UDP,APS,DMALocker,1DiCeTjB,154,17dcMo4V,67,175,B,2,UDP Scan,5061,20,Benign
TCP,APSF,DMALocker,1BonuSr7,8432,1DA11mPS,2,1775,B,1,Botnet,5066,36,Ransomware
TCP,APS,WannaCry,1BonuSr7,1,1DA11mPS,6,3090,C,1,SSH,5066,13,Benign
TCP,APS,WannaCry,1DiCeTjB,1225,1GZkujBR,4,798,D,2,Scan,5062,6,Benign
TCP,APS,WannaCry,1DiCeTjB,1,1DA11mPS,7,4560,C,1,SSH,5066,14,Benign
UDP,AP,JigSaw,1SYSTEMQ,18454,1DA11mPS,11,1831,C,1,Blacklist,5062,31,Ransomware
TCP,AF,Flyper,1DiCeTjB,125511,17dcMo4V,13,572,B,3,UDP Scan,5062,39,Benign
TCP,APS,Flyper,1DiCeTjB,1093,17dcMo4V,4,3780,C,2,NerisBotnet,5062,17,Ransomware
TCP,R,EDA2,1SYSTEMQ,18152,1DA11mPS,22,4776,C,1,DoS,5066,29,Ransomware
TCP,APSF,WannaCry,1CLag5cd,7052,1DA11mPS,2,2066,B,1,Botnet,5066,22,Ransomware
ICMP,AP,Flyper,1SYSTEMQ,18454,1NKi9AK5,19,2876,C,1,Blacklist,5062,10,Ransomware
TCP,APS,Locky,18e372GN,1,1GZkujBR,6,4496,A,9,Spam,5066,14,Ransomware
UDP,AF,JigSaw,18e372GN,5472,1GZkujBR,30,1464,B,1,Spam,5061,6,Ransomware
UDP,ASF,JigSaw,1DiCeTjB,34,17dcMo4V,3,855,C,1,UDP Scan,5061,12,Benign
TCP,APS,SamSam,18e372GN,1273,1GZkujBR,4,830,D,2,Scan,5062,41,Benign
UDP,ARF,DMALocker,1SYSTEMQ,14636,1DA11mPS,11,1221,A,1,Botnet,5061,24,Ransomware
TCP,APS,Locky,18e372GN,1,1GZkujBR,16,4276,B,9,Spam,5066,42,Ransomware
TCP,APSF,Razy,18e372GN,1072,1DA11mPS,12,113,B,1,Blacklist,5068,2,Ransomware
TCP,AF,Locky,1DiCeTjB,21345,1DA11mPS,30,266,C,1,UDP Scan,5061,19,Benign
UDP,ASF,APT,18e372GN,738,1GZkujBR,3,1438,A,1,DoS,5062,5,Ransomware
UDP,ASF,DMALocker,1DiCeTjB,837,1GZkujBR,3,1801,A,1,SSH,5062,15,Benign
ICMP,ASF,JigSaw,1DiCeTjB,1053,1GZkujBR,30,2593,C,1,SSH,5068,4,Benign
UDP,AF,APT,18e372GN,5437,1GZkujBR,30,1338,B,1,Spam,5061,5,Ransomware
TCP,APSF,Globe,1BonuSr7,1516,1DA11mPS,2,935,B,1,DoS,5066,16,Ransomware
TCP,APS,Globe,18e372GN,1,1GZkujBR,7,4768,A,9,Port Scanning,5062,7,Benign
UDP,AF,Razy,1DiCeTjB,126115,17dcMo4V,30,11,C,3,Spam,5068,7,Ransomware
ICMP,APRSF,CryptXXX,18e372GN,265,1GZkujBR,19,158,B,2,Scan,5061,13,Benign
TCP,APS,TowerWeb,18e372GN,1,1DA11mPS,6,2208,C,1,Spam,5066,25,Ransomware
TCP,AF,Cryptohitman,1DiCeTjB,359,17dcMo4V,59,572,A,11,SSH,5066,31,Benign
TCP,APS,Flyper,1DiCeTjB,1,17dcMo4V,9,4512,A,9,Port Scanning,5066,22,Benign
TCP,APS,Locky,1BonuSr7,1,1DA11mPS,2,1263,C,1,SSH,5062,45,Benign
TCP,AF,Cryptohitman,1SYSTEMQ,1,1NKi9AK5,9,6651,A,1,UDP Scan,5061,50,Benign
ICMP,AF,APT,18e372GN,21345,1GZkujBR,30,128,C,1,UDP Scan,5061,48,Benign
UDP,AP,EDA2,1SYSTEMQ,18454,1DA11mPS,19,2531,C,1,SSH,5062,8,Benign
ICMP,APRSF,DMALocker,18e372GN,463,1GZkujBR,19,290,A,2,Port Scanning,5062,11,Benign
TCP,APSF,Globe,1DiCeTjB,1112,17dcMo4V,12,335,B,1,DoS,5068,3,Ransomware
UDP,ASF,APT,1DiCeTjB,75,17dcMo4V,3,679,A,1,NerisBotnet,5061,13,Ransomware
TCP,AF,Flyper,1DiCeTjB,21345,17dcMo4V,30,197,C,1,UDP Scan,5061,8,Benign
TCP,APS,Globe,1DiCeTjB,1,1GZkujBR,9,4668,A,9,Port Scanning,5062,13,Benign
TCP,APS,APT,18e372GN,1369,1GZkujBR,4,894,D,2,Spam,5062,42,Ransomware
TCP,APS,DMALocker,1CLag5cd,9776,1DA11mPS,2,1767,C,1,Botnet,5068,4,Ransomware
TCP,APSF,Razy,1CLag5cd,8336,1DA11mPS,2,1799,B,1,Botnet,5066,20,Ransomware
TCP,APSF,Locky,1BonuSr7,1510,1DA11mPS,2,953,B,1,DoS,5066,4,Ransomware
ICMP,AP,Cryptohitman,1SYSTEMQ,942,1AEoiHYZ,578,2152,A,3,Scan,5061,33,Benign
ICMP,AP,JigSaw,1SYSTEMQ,18944,1NKi9AK5,19,3016,C,1,Spam,5062,31,Ransomware
UDP,APS,JigSaw,1DiCeTjB,152,17dcMo4V,57,10808,B,3,Scan,5061,20,Benign
UDP,APS,SamSam,1DiCeTjB,198,17dcMo4V,103,297,A,2,SSH,5061,20,Benign
TCP,APSF,Locky,1DiCeTjB,1560,1DA11mPS,2,803,B,1,SSH,5066,27,Benign
TCP,APS,SamSam,18e372GN,1,1GZkujBR,9,734,A,9,UDP Scan,5066,34,Benign
UDP,AF,Cryptohitman,1DiCeTjB,4321,17dcMo4V,30,942,A,3,Spam,5066,1,Ransomware
UDP,ASF,Locky,1DiCeTjB,84,17dcMo4V,3,712,C,1,SSH,5061,4,Benign
TCP,AF,Globe,1DiCeTjB,21345,17dcMo4V,30,287,C,1,Scan,5061,28,Benign
UDP,AF,Cryptohitman,1BonuSr7,21345,1DA11mPS,11,686,A,1,UDP Scan,5062,13,Benign
TCP,AF,NoobCrypt,1SYSTEMQ,1,1NKi9AK5,9,6306,A,1,Blacklist,5066,32,Ransomware
TCP,APS,APT,18e372GN,1,1GZkujBR,7,1160,A,9,UDP Scan,5062,46,Benign
TCP,AF,WannaCry,1DiCeTjB,21345,1DA11mPS,11,329,C,1,UDP Scan,5061,6,Benign
UDP,ARF,Flyper,1SYSTEMQ,18454,1NKi9AK5,11,1651,C,1,Blacklist,5062,23,Ransomware
ICMP,AF,SamSam,1DiCeTjB,21345,17dcMo4V,30,113,C,1,SSH,5061,19,Benign
UDP,ARF,Flyper,1SYSTEMQ,1432,1AEoiHYZ,928,3232,A,8,Botnet,5061,12,Ransomware
ICMP,AF,SamSam,1BonuSr7,21345,1DA11mPS,30,101,C,1,Scan,5061,39,Benign
ICMP,APS,APT,18e372GN,937,1GZkujBR,19,606,C,2,Spam,5062,44,Ransomware
ICMP,AP,WannaCry,1SYSTEMQ,18536,1DA11mPS,19,2846,C,1,Spam,5062,23,Ransomware
ICMP,AP,JigSaw,1SYSTEMQ,18680,1NKi9AK5,19,2906,C,1,Spam,5062,47,Ransomware
UDP,ARF,Globe,1SYSTEMQ,18454,1NKi9AK5,11,1286,A,1,Blacklist,5061,7,Ransomware
TCP,APSF,Locky,1BonuSr7,1514,1DA11mPS,2,926,B,1,SSH,5066,18,Benign
TCP,APSF,Flyper,1DiCeTjB,1182,1DA11mPS,12,590,B,1,SSH,5068,28,Benign
ICMP,R,Razy,1SYSTEMQ,22448,1DA11mPS,22,4476,C,1,Spam,5062,19,Ransomware
TCP,R,WannaCry,18e372GN,462,1DA11mPS,32,210,A,11,UDP Scan,5068,21,Benign
ICMP,R,Flyper,1Lc7xTpP,558,1DA11mPS,224,315,A,11,NerisBotnet,5068,10,Ransomware
TCP,APS,SamSam,1CLag5cd,10856,1DA11mPS,7,3657,C,1,Botnet,5066,57,Ransomware
ICMP,AF,TowerWeb,1DiCeTjB,238,17dcMo4V,30,1686,C,1,NerisBotnet,5068,6,Ransomware
UDP,ARF,WannaCry,1SYSTEMQ,18454,1DA11mPS,11,1621,A,1,Blacklist,5062,20,Ransomware
TCP,R,CryptXXX,1SYSTEMQ,17993,1NKi9AK5,9,5571,C,1,Blacklist,5066,13,Ransomware
TCP,R,CryptXXX,1SYSTEMQ,18164,1NKi9AK5,22,4716,C,1,Blacklist,5066,17,Ransomware
UDP,ARF,CryptXXX,1SYSTEMQ,18454,1DA11mPS,11,1311,A,1,Blacklist,5061,6,Ransomware
ICMP,APS,Razy,1DiCeTjB,193,17dcMo4V,132,258,B,2,Spam,5061,20,Ransomware
ICMP,APRSF,JigSaw,1DiCeTjB,709,1GZkujBR,19,454,A,2,Scan,5062,16,Benign
TCP,APS,SamSam,1CLag5cd,9584,1DA11mPS,2,1431,C,1,Botnet,5068,5,Ransomware
TCP,R,EDA2,1SYSTEMQ,18059,1DA11mPS,9,5241,C,1,DoS,5066,20,Ransomware
TCP,AF,Globe,1DiCeTjB,21342,1DA11mPS,11,471,C,1,Port Scanning,5061,7,Benign
TCP,APSF,WannaCry,1BonuSr7,6116,1DA11mPS,3,1832,C,1,Botnet,5066,19,Ransomware
TCP,A,SamSam,1DiCeTjB,630,17dcMo4V,18,42,A,2,SSH,5066,55,Benign
UDP,AP,Flyper,1SYSTEMQ,18454,1NKi9AK5,19,2756,C,1,Botnet,5062,24,Ransomware
TCP,R,APT,1SYSTEMQ,17938,1NKi9AK5,9,5846,B,1,Blacklist,5066,17,Ransomware
UDP,ASF,APT,1DiCeTjB,90,17dcMo4V,3,734,C,1,DoS,5061,8,Ransomware
TCP,APSF,Globe,1DiCeTjB,1292,1DA11mPS,3,911,C,1,DoS,5068,8,Ransomware
UDP,ARF,JigSaw,1SYSTEMQ,18454,1DA11mPS,13,606,A,1,SSH,5061,32,Benign
UDP,AF,DMALocker,18e372GN,2229,1GZkujBR,28,2632,A,2,UDP Scan,5066,1,Benign
ICMP,APRSF,Globe,1DiCeTjB,547,1GZkujBR,19,3416,A,2,Spam,5066,32,Ransomware
UDP,AF,Flyper,1DiCeTjB,1,1GZkujBR,20,839,A,1,NerisBotnet,5062,25,Ransomware
TCP,A,Locky,1DiCeTjB,782,17dcMo4V,4,80,A,2,SSH,5062,35,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,18454,1NKi9AK5,11,1346,A,1,Blacklist,5061,1,Ransomware
TCP,APSF,SamSam,1CLag5cd,3200,1DA11mPS,12,910,B,1,DoS,5068,28,Ransomware
ICMP,AP,Cryptohitman,1SYSTEMQ,858,1AEoiHYZ,522,1998,A,3,Scan,5061,33,Benign
ICMP,R,Globe,1Lc7xTpP,592,1DA11mPS,258,366,B,10,NerisBotnet,5068,27,Ransomware
TCP,AF,Razy,1DiCeTjB,125575,17dcMo4V,13,10,B,3,Spam,5062,14,Ransomware
ICMP,AP,WannaCry,1SYSTEMQ,19772,1NKi9AK5,22,3361,C,1,Spam,5062,15,Ransomware
TCP,APS,JigSaw,1BonuSr7,1,1DA11mPS,15,4917,C,1,SSH,5066,23,Benign
ICMP,R,WannaCry,1SYSTEMQ,22064,1DA11mPS,22,4316,C,1,Spam,5062,17,Ransomware
ICMP,R,JigSaw,1SYSTEMQ,18186,1DA11mPS,22,4606,C,1,Port Scanning,5066,4,Benign
TCP,AF,DMALocker,1SYSTEMQ,1,1DA11mPS,9,6471,A,1,Blacklist,5061,25,Ransomware
ICMP,APRSF,SamSam,18e372GN,133,1GZkujBR,2,70,B,2,Scan,5061,7,Benign
TCP,APSF,Flyper,1BonuSr7,1400,1DA11mPS,2,1235,B,1,DoS,5066,24,Ransomware
TCP,APS,JigSaw,18e372GN,478,1DA11mPS,144,195,A,11,NerisBotnet,5068,26,Ransomware
ICMP,AF,WannaCry,18e372GN,2803,1GZkujBR,2,115,A,2,Scan,5068,7,Benign
ICMP,AF,Globe,1DiCeTjB,2726,1GZkujBR,2,104,A,2,UDP Scan,5068,16,Benign
ICMP,R,CryptXXX,1SYSTEMQ,18382,1DA11mPS,22,3626,C,1,Blacklist,5062,11,Ransomware
UDP,AF,DMALocker,1DiCeTjB,4321,17dcMo4V,30,1104,A,3,Port Scanning,5066,18,Benign
UDP,R,Cryptohitman,1CLag5cd,770,17dcMo4V,106,633,B,2,Botnet,5061,13,Ransomware
ICMP,R,Flyper,1Lc7xTpP,546,1DA11mPS,212,297,A,11,NerisBotnet,5068,4,Ransomware
ICMP,APRSF,CryptXXX,18e372GN,811,17dcMo4V,19,522,C,2,Port Scanning,5062,7,Benign
UDP,ARF,Flyper,1SYSTEMQ,18454,1NKi9AK5,11,1496,A,1,Blacklist,5061,9,Ransomware
TCP,AF,Flyper,1DiCeTjB,125859,17dcMo4V,30,203,C,3,Port Scanning,5062,50,Benign
TCP,AF,SamSam,1SYSTEMQ,23221,1KZKcvx4,13,496,C,11,NerisBotnet,5061,58,Ransomware
TCP,APSF,WannaCry,1CLag5cd,2384,17dcMo4V,8,638,B,1,DoS,5068,21,Ransomware
TCP,APS,Flyper,18e372GN,1,1GZkujBR,6,4404,A,9,Spam,5066,2,Ransomware
UDP,AF,Locky,1DiCeTjB,4321,17dcMo4V,30,636,A,3,Spam,5066,58,Ransomware
ICMP,APRSF,Flyper,1DiCeTjB,181,17dcMo4V,2,3172,B,2,NerisBotnet,5061,31,Ransomware
TCP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,533,C,1,SSH,5061,22,Benign
TCP,APSF,CryptXXX,1CLag5cd,5564,1DA11mPS,3,1694,C,1,Botnet,5068,46,Ransomware
TCP,AF,SamSam,1CLag5cd,50991,1DA11mPS,9,92,A,1,Blacklist,5066,18,Ransomware
TCP,APS,SamSam,1DiCeTjB,1,17dcMo4V,16,4140,B,9,Port Scanning,5066,1,Benign
TCP,APS,EDA2,1DiCeTjB,1117,1GZkujBR,4,726,D,2,Spam,5062,46,Ransomware
UDP,ARF,CryptXXX,1SYSTEMQ,18454,1NKi9AK5,11,1711,C,1,Blacklist,5062,24,Ransomware
UDP,ASF,DMALocker,1DiCeTjB,573,1GZkujBR,3,833,A,1,SSH,5061,9,Benign
TCP,APSF,CryptXXX,1DiCeTjB,1124,1DA11mPS,12,389,B,1,SSH,5068,21,Benign
ICMP,R,WannaCry,1SYSTEMQ,18407,1DA11mPS,22,3501,C,1,Blacklist,5062,12,Ransomware
UDP,AF,SamSam,1DiCeTjB,5600,1GZkujBR,20,2336,C,11,Spam,5062,2,Ransomware
TCP,APS,Locky,18e372GN,1,1GZkujBR,9,812,A,9,SSH,5066,37,Benign
TCP,R,Razy,1SYSTEMQ,23636,1DA11mPS,22,4971,C,1,Spam,5066,13,Ransomware
TCP,APSF,Locky,1CLag5cd,4076,1DA11mPS,12,1202,B,1,DoS,5068,14,Ransomware
